SU_ID,CERAMICS_CLASS,CERAMICS_DETAILS,VESSELS,RIMS,HANDLES,BASES,WALLS,TOTAL,WEIGHT,SIZE_MIN,SIZE_MAX,SD_START,SD_START_SUFFIX,SD_END,SD_END_SUFFIX,
6031,Dolium,NULL,NULL,NULL,NULL,NULL,4,4,5.433,11,11,NULL,NULL,NULL,NULL,
6031,Painted Commonware,"Reed slip on interior, exterior painted with red, black/brown, and orange stripes.",NULL,NULL,NULL,NULL,1,1,0.007,4,4,NULL,NULL,NULL,NULL,
6031,Commonware,"Includes some of the light brown, poorly burnished on the exterior apparently late commonware (1 large base) that ",NULL,15,NULL,3,18,36,0.5,2,9,NULL,NULL,NULL,NULL,
7068,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.008,3,3,NULL,NULL,NULL,NULL,
7068,Thin Walled,NULL,NULL,1,NULL,NULL,3,4,0.016,3,5,NULL,NULL,NULL,NULL,
7068,Painted Creamware,NULL,NULL,1,NULL,1,5,7,0.027,3,5,NULL,NULL,NULL,NULL,
7068,Lamp,NULL,NULL,NULL,1,NULL,1,2,0.022,3,6,NULL,NULL,NULL,NULL,
7068,Creamware,NULL,NULL,2,1,NULL,10,13,0.124,3,7,NULL,NULL,NULL,NULL,
7068,Terra Sigillata,Unidentified type of sigillate. Slip very worn.,NULL,1,NULL,1,NULL,2,0.043,5,6,NULL,NULL,NULL,NULL,
7068,Commonware,NULL,NULL,16,1,3,102,122,0.812,2,8,NULL,NULL,NULL,NULL,
7068,Amphora,NULL,NULL,2,3,NULL,72,77,6.266,3,11,NULL,NULL,NULL,NULL,
7068,CBM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.498,NULL,NULL,NULL,NULL,NULL,NULL,
7068,Mortarium,NULL,NULL,NULL,NULL,1,NULL,1,0.422,11,11,NULL,NULL,NULL,NULL,
7068,Dolium,NULL,NULL,1,NULL,NULL,NULL,1,1.373,11,11,NULL,NULL,NULL,NULL,
2562,Impasto,NULL,NULL,4,NULL,NULL,32,36,0.391,1,6,NULL,NULL,NULL,NULL,
2562,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.053,5,5,NULL,NULL,NULL,NULL,
2562,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,13,13,0.109,1,4,NULL,NULL,NULL,NULL,
2562,Bucchero Impasto,NULL,NULL,3,NULL,NULL,4,7,0.2,1,2,NULL,NULL,NULL,NULL,
2566,Bucchero Impasto,NULL,NULL,1,NULL,NULL,6,7,0.14,1,2,NULL,NULL,NULL,NULL,
2566,Impasto,NULL,NULL,3,NULL,NULL,13,16,0.118,1,5,NULL,NULL,NULL,NULL,
2566,Impasto Rosso,NULL,NULL,1,NULL,NULL,7,8,0.054,1,4,NULL,NULL,NULL,NULL,
6007,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.0083,3,3,NULL,NULL,NULL,NULL,
6007,Black Gloss,NULL,NULL,NULL,NULL,1,3,4,0.051,2,7,NULL,NULL,NULL,NULL,
6007,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,2,3,0.018,3,4,NULL,NULL,NULL,NULL,
6007,Unidentified Ceramic,Opaque red ware,NULL,1,NULL,NULL,2,3,0.005,2,3,NULL,NULL,NULL,NULL,
6007,Painted Creamware,NULL,NULL,1,NULL,1,2,4,0.01,3,4,NULL,NULL,NULL,NULL,
6007,Lamp,NULL,NULL,NULL,NULL,NULL,1,1,0.003,3,3,NULL,NULL,NULL,NULL,
6007,African Cookware,NULL,NULL,6,NULL,NULL,3,9,0.107,4,7,NULL,NULL,NULL,NULL,
6007,African Red Slip,NULL,1,1,NULL,4,19,25,0.12,2,6,NULL,NULL,NULL,NULL,
6007,Creamware,Many joining sherds of greyish jug,NULL,2,2,2,26,32,0.8,2,10,NULL,NULL,NULL,NULL,
6007,Commonware,NULL,NULL,24,3,3,86,116,0.82,2,8,NULL,NULL,NULL,NULL,
6007,Dolium,NULL,NULL,NULL,NULL,NULL,2,2,1.86,11,11,NULL,NULL,NULL,NULL,
6007,Amphora,NULL,NULL,2,4,1,123,130,2.46,2,11,NULL,NULL,NULL,NULL,
6027,CBM,Discarded,NULL,NULL,NULL,NULL,NULL,56,8.98,NULL,NULL,NULL,NULL,NULL,NULL,
6027,African Red Slip,NULL,NULL,NULL,NULL,NULL,2,2,0.007,2,3,NULL,NULL,NULL,NULL,
6027,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.004,3,3,NULL,NULL,NULL,NULL,
6027,Creamware,NULL,NULL,NULL,NULL,NULL,3,3,0.003,2,2,NULL,NULL,NULL,NULL,
6027,Commonware,NULL,NULL,3,NULL,4,33,40,0.36,2,6,NULL,NULL,NULL,NULL,
6027,Amphora,The 1 rim sherd is an amphora stopper,NULL,1,NULL,NULL,35,36,0.58,2,7,NULL,NULL,NULL,NULL,
6001,CBM,"5 with finger swipes, 1 round cut",NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
6002,CBM,6.5 kg of CBM discarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
6002,African Red Slip,NULL,NULL,1,NULL,NULL,2,3,0.014,3,4,NULL,NULL,NULL,NULL,
6002,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.007,4,4,NULL,NULL,NULL,NULL,
6002,Creamware,NULL,NULL,NULL,NULL,NULL,1,1,0.007,4,4,NULL,NULL,NULL,NULL,
6002,Commonware,NULL,NULL,11,NULL,1,27,39,0.251,2,6,NULL,NULL,NULL,NULL,
6002,Amphora,NULL,NULL,NULL,NULL,NULL,19,19,1.063,3,11,NULL,NULL,NULL,NULL,
6002,Dolium,NULL,NULL,NULL,NULL,NULL,1,1,1.179,11,11,NULL,NULL,NULL,NULL,
7017,Impasto Bruno,"Identified by materials consultant Mattia D'Acri as handmade impasto bruno; bag labelled as impasto"". """,NULL,1,NULL,NULL,4,5,0.067,3,5,NULL,NULL,NULL,NULL,
7017,CBM,"3.80 kilos of CBM redeposited in 2016, fabric samples retained.",NULL,NULL,NULL,NULL,NULL,5,0.974,NULL,NULL,NULL,NULL,NULL,NULL,
7017,Dolium,1 rim impasto fabric.,NULL,1,NULL,NULL,9,10,9.8,11,11,NULL,NULL,NULL,NULL,
7017,Black Gloss,NULL,NULL,4,NULL,NULL,1,5,0.06,3,7,NULL,NULL,NULL,NULL,
7017,Amphora,NULL,NULL,2,3,2,69,76,4.2,3,11,NULL,NULL,NULL,NULL,
7017,African Cookware,NULL,NULL,11,NULL,1,29,41,0.465,4,8,NULL,NULL,NULL,NULL,
7017,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.006,5,5,NULL,NULL,NULL,NULL,
7017,Lamp,NULL,NULL,NULL,1,1,4,6,0.023,2,4,NULL,NULL,NULL,NULL,
7017,Creamware,NULL,NULL,4,2,1,21,28,0.032,2,10,NULL,NULL,NULL,NULL,
7017,Commonware,cookware. 2 rim sherds join.,NULL,5,NULL,3,45,53,0.528,3,9,NULL,NULL,NULL,NULL,
7017,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.005,3,3,NULL,NULL,NULL,NULL,
7017,Thin Walled,One wall sherd with incised rouletting decoration.,NULL,3,NULL,NULL,2,5,0.031,4,6,NULL,NULL,NULL,NULL,
7017,Painted Fineware,NULL,NULL,3,NULL,NULL,6,9,0.041,3,6,NULL,NULL,NULL,NULL,
8049,CBM,one imbrex fragment,NULL,NULL,NULL,NULL,NULL,3,0.909,8,11,NULL,NULL,NULL,NULL,
2650,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.005,4,4,NULL,NULL,NULL,NULL,
8049,Commonware,NULL,NULL,1,NULL,1,5,7,0.048,3,4,NULL,NULL,NULL,NULL,
2650,Internal Slip Ware,NULL,NULL,1,NULL,NULL,1,2,0.017,2,6,NULL,NULL,NULL,NULL,
2650,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.004,3,3,NULL,NULL,NULL,NULL,
8049,Thin Walled,NULL,NULL,NULL,NULL,NULL,3,3,0.005,3,4,NULL,NULL,NULL,NULL,
8049,Amphora,NULL,NULL,NULL,NULL,NULL,6,6,0.054,3,5,NULL,NULL,NULL,NULL,
8049,Creamware,NULL,NULL,NULL,NULL,NULL,3,3,0.021,4,5,NULL,NULL,NULL,NULL,
8049,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,0.006,3,3,NULL,NULL,NULL,NULL,
8049,Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.004,4,4,NULL,NULL,NULL,NULL,
2650,Commonware,Impasto rosso-bruno,NULL,1,NULL,NULL,5,6,0.049,2,6,NULL,NULL,NULL,NULL,
2650,Bucchero,NULL,NULL,NULL,NULL,1,NULL,1,0.008,5,5,NULL,NULL,NULL,NULL,
2650,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,1,0.02,5,5,NULL,NULL,NULL,NULL,
2650,CBM,NULL,NULL,NULL,NULL,NULL,NULL,9,0.077,9,9,NULL,NULL,NULL,NULL,
2650,Impasto Bruno,Handmade impasto (M. D'Acri),NULL,NULL,NULL,NULL,8,8,0.086,2,8,NULL,NULL,NULL,NULL,
2650,Large Storage Container,NULL,NULL,NULL,NULL,NULL,4,4,0.5,6,11,NULL,NULL,NULL,NULL,
2655,Impasto Bruno,Handmade impasto (M. D'Acri),NULL,NULL,1,NULL,9,10,0.123,3,8,NULL,NULL,NULL,NULL,
2648,Dolium,NULL,NULL,NULL,NULL,NULL,1,1,0.167,11,11,NULL,NULL,NULL,NULL,
2648,Cooking Stand,NULL,NULL,2,NULL,NULL,1,3,0.044,4,6,NULL,NULL,NULL,NULL,
2648,Impasto Bruno,NULL,NULL,NULL,NULL,NULL,14,14,0.317,3,9,NULL,NULL,NULL,NULL,
2652,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.008,4,4,NULL,NULL,NULL,NULL,
2652,Impasto Bruno,NULL,NULL,1,NULL,NULL,12,13,0.181,2,8,NULL,NULL,NULL,NULL,
2649,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.007,58,58,NULL,NULL,NULL,NULL,
2649,Impasto Rosso,One piece is in white-on-red,NULL,NULL,NULL,NULL,4,4,0.031,3,4,NULL,NULL,NULL,NULL,
2649,Impasto Bruno,NULL,NULL,NULL,NULL,NULL,16,16,0.154,3,8,NULL,NULL,NULL,NULL,
2654,Large Storage Container,NULL,NULL,NULL,NULL,1,2,3,0.081,4,6,NULL,NULL,NULL,NULL,
2654,Impasto Bruno,NULL,NULL,1,NULL,NULL,15,16,0.095,2,8,NULL,NULL,NULL,NULL,
7063,Lamp,NULL,NULL,NULL,1,NULL,1,2,0.024,4,5,NULL,NULL,NULL,NULL,
7063,Internal Red Slip Ware,NULL,NULL,NULL,NULL,NULL,2,2,0.016,4,5,NULL,NULL,NULL,NULL,
7063,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
9999,Italo Megarian,unhappy note,2,NULL,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
9999,Attic Black Gloss,NULL,1,NULL,4,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
7025,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.003,2,2,NULL,NULL,NULL,NULL,
7025,Creamware,NULL,NULL,NULL,NULL,NULL,6,6,0.016,1,3,NULL,NULL,NULL,NULL,
7025,Thin Walled,NULL,NULL,1,NULL,NULL,NULL,1,0.001,1,1,NULL,NULL,NULL,NULL,
7025,Commonware,NULL,NULL,NULL,NULL,NULL,12,12,0.035,1,7,NULL,NULL,NULL,NULL,
7025,African Cookware,NULL,NULL,NULL,NULL,NULL,2,2,0.008,2,3,NULL,NULL,NULL,NULL,
7025,Amphora,NULL,NULL,NULL,NULL,NULL,5,5,0.051,2,7,NULL,NULL,NULL,NULL,
7025,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.029,3,4,NULL,NULL,NULL,NULL,
7025,CBM,5 fabric samples retained. ,NULL,NULL,NULL,NULL,NULL,5,2.563,NULL,NULL,NULL,NULL,NULL,NULL,
7023,Unidentified Ceramic,Opaque red ware,NULL,NULL,NULL,1,NULL,1,0.034,7,7,NULL,NULL,NULL,NULL,
7023,Commonware,NULL,NULL,1,NULL,NULL,4,5,0.018,2,3,NULL,NULL,NULL,NULL,
7023,Thin Walled,NULL,NULL,NULL,1,NULL,NULL,1,0.001,1,1,NULL,NULL,NULL,NULL,
7023,Amphora,NULL,NULL,NULL,1,NULL,6,7,0.037,2,5,NULL,NULL,NULL,NULL,
7023,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.005,2,2,NULL,NULL,NULL,NULL,
7023,African Red Slip,NULL,NULL,NULL,NULL,NULL,2,2,0.005,2,3,NULL,NULL,NULL,NULL,
7023,Unidentified Ceramic,"Possible impasto chiaro sabbioso, but seems too fine. Has a white wash on both exterior and interior of sherd, and fabric is a gray-greenish white with some augite inclusions visible. ",NULL,NULL,NULL,NULL,1,1,0.001,2,2,NULL,NULL,NULL,NULL,
7024,African Cookware,NULL,NULL,NULL,NULL,NULL,1,1,0.005,3,3,NULL,NULL,NULL,NULL,
2646,Unidentified Ceramic,Opague red ware,NULL,NULL,NULL,NULL,1,1,0.001,2,2,NULL,NULL,NULL,NULL,
7024,African Red Slip,NULL,NULL,NULL,NULL,NULL,3,3,0.007,1,3,NULL,NULL,NULL,NULL,
2646,Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.001,1,1,NULL,NULL,NULL,NULL,
7024,Amphora,NULL,NULL,NULL,1,NULL,16,17,0.328,2,11,NULL,NULL,NULL,NULL,
2646,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.004,7,7,NULL,NULL,NULL,NULL,
2646,Impasto Rosso,NULL,NULL,1,NULL,NULL,4,5,0.092,3,8,NULL,NULL,NULL,NULL,
2646,Commonware,Impasto rosso-bruno,NULL,2,NULL,NULL,4,6,0.062,3,7,NULL,NULL,NULL,NULL,
2646,Large Storage Container,NULL,NULL,NULL,NULL,NULL,3,3,0.157,6,8,NULL,NULL,NULL,NULL,
2646,Impasto Bruno,NULL,NULL,1,NULL,1,18,20,0.123,2,NULL,NULL,NULL,NULL,NULL,
2646,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,1,7,8,0.146,3,11,NULL,NULL,NULL,NULL,
2646,CBM,NULL,NULL,NULL,NULL,NULL,NULL,3,201,2,11,NULL,NULL,NULL,NULL,
2660,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.006,4,4,NULL,NULL,NULL,NULL,
2660,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.099,9,9,NULL,NULL,NULL,NULL,
2660,Impasto Bruno,NULL,NULL,1,NULL,1,16,18,0.194,2,7,NULL,NULL,NULL,NULL,
7083,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.004,NULL,NULL,NULL,NULL,NULL,NULL,
7083,Commonware,NULL,NULL,NULL,NULL,NULL,1,1,0.003,2,2,NULL,NULL,NULL,NULL,
7083,Amphora,NULL,NULL,NULL,NULL,NULL,1,1,0.03,7,7,NULL,NULL,NULL,NULL,
8064,Amphora,NULL,NULL,NULL,NULL,NULL,25,25,0.896,3,10,NULL,NULL,NULL,NULL,
7026,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.034,3,4,NULL,NULL,NULL,NULL,
7026,Unidentified Ceramic,opaque red ware,NULL,1,NULL,NULL,1,1,0.002,3,3,NULL,NULL,NULL,NULL,
8064,Black Gloss,NULL,NULL,1,NULL,1,6,8,0.023,2,7,NULL,NULL,NULL,NULL,
7026,Amphora,NULL,NULL,NULL,NULL,NULL,3,3,0.016,2,5,NULL,NULL,NULL,NULL,
7026,African Red Slip,NULL,NULL,NULL,NULL,NULL,2,2,0.001,1,1,NULL,NULL,NULL,NULL,
7026,Commonware,NULL,NULL,1,1,NULL,9,11,0.028,1,4,NULL,NULL,NULL,NULL,
7026,African Cookware,NULL,NULL,NULL,NULL,NULL,3,3,0.004,2,3,NULL,NULL,NULL,NULL,
7026,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.002,3,3,NULL,NULL,NULL,NULL,
7026,Fineware,four sherds appear to belong to one vessel with a black interior slip and cream fabric (unslipped exterior),NULL,NULL,NULL,NULL,5,5,0.014,1,5,NULL,NULL,NULL,NULL,
7026,Thin Walled,NULL,NULL,NULL,NULL,NULL,2,2,0.001,1,2,NULL,NULL,NULL,NULL,
7026,Creamware,NULL,NULL,NULL,NULL,NULL,1,1,0.004,3,3,NULL,NULL,NULL,NULL,
7013,Amphora,NULL,NULL,NULL,1,NULL,13,14,1.549,6,11,NULL,NULL,NULL,NULL,
7013,African Red Slip,NULL,NULL,1,NULL,1,5,7,0.249,6,11,NULL,NULL,NULL,NULL,
7026,CBM,CBM fabric samples retained. ,NULL,NULL,NULL,NULL,4,4,2.072,6,11,NULL,NULL,NULL,NULL,
7013,Commonware,NULL,NULL,2,1,2,7,12,0.353,4,11,NULL,NULL,NULL,NULL,
8064,Painted Creamware,NULL,NULL,NULL,NULL,NULL,1,1,0.005,4,4,NULL,NULL,NULL,NULL,
8064,Creamware,NULL,NULL,2,3,1,70,76,0.625,2,11,NULL,NULL,NULL,NULL,
8064,Bucchero,NULL,NULL,NULL,NULL,NULL,3,3,0.007,3,3,NULL,NULL,NULL,NULL,
8064,Painted Fineware,"orange glaze, possibly medieval",NULL,NULL,NULL,NULL,1,1,0.008,3,3,NULL,NULL,NULL,NULL,
7086,Amphora,NULL,NULL,NULL,NULL,NULL,1,1,0.118,11,11,NULL,NULL,NULL,NULL,
7086,Thin Walled,NULL,NULL,NULL,NULL,NULL,1,1,0.002,4,4,NULL,NULL,NULL,NULL,
7086,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.046,6,6,NULL,NULL,NULL,NULL,
7086,Lamp,NULL,NULL,NULL,NULL,NULL,2,2,0.002,1,2,NULL,NULL,NULL,NULL,
7086,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.002,2,2,NULL,NULL,NULL,NULL,
7086,Black Gloss,NULL,NULL,NULL,NULL,NULL,3,3,0.004,2,4,NULL,NULL,NULL,NULL,
7086,Creamware,NULL,NULL,NULL,NULL,NULL,3,3,0.016,2,4,NULL,NULL,NULL,NULL,
7063,Painted Creamware,NULL,NULL,NULL,NULL,NULL,8,8,NULL,3,7,NULL,NULL,NULL,NULL,
7063,Cooking Stand,NULL,NULL,NULL,NULL,NULL,1,1,0.016,6,6,NULL,NULL,NULL,NULL,
7063,Unidentified Ceramic,NULL,NULL,NULL,NULL,NULL,1,1,0.003,4,4,NULL,NULL,NULL,NULL,
7063,African Cookware,NULL,NULL,14,NULL,NULL,14,28,0.285,3,9,NULL,NULL,NULL,NULL,
7063,Impasto,Handmade and wheelmade impasto factory,NULL,5,NULL,2,20,27,0.288,2,9,NULL,NULL,NULL,NULL,
7063,Creamware,NULL,NULL,5,4,2,67,78,0.626,2,11,NULL,NULL,NULL,NULL,
8064,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.02,6,6,NULL,NULL,NULL,NULL,
8064,CBM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.775,6,6,NULL,NULL,NULL,NULL,
7063,Commonware,NULL,NULL,17,3,5,230,255,2.141,2,11,NULL,NULL,NULL,NULL,
7029,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.004,3,3,NULL,NULL,NULL,NULL,
7029,Thin Walled,"Both walls are a little thick for thin wall, but one has the shiny surface characteristic of the type and the other has evidence of characteristic decoration. ",NULL,NULL,NULL,NULL,2,2,0.004,3,4,NULL,NULL,NULL,NULL,
7029,Painted Commonware,NULL,NULL,NULL,1,NULL,1,2,0.014,2,4,NULL,NULL,NULL,NULL,
7063,Amphora,NULL,NULL,5,9,3,159,176,4.78,4,11,NULL,NULL,NULL,NULL,
7029,Terra Sigillata,NULL,NULL,2,NULL,NULL,1,3,0.012,2,4,NULL,NULL,NULL,NULL,
7029,Fineware,NULL,NULL,1,NULL,NULL,2,3,0.01,3,4,NULL,NULL,NULL,NULL,
7029,Commonware,NULL,NULL,8,2,NULL,25,35,0.264,2,6,NULL,NULL,NULL,NULL,
7029,Creamware,"Several sherds appear to come from the same vessel, one wall"" sherd is a partial rim but without the profile preserved. """,NULL,NULL,NULL,NULL,16,16,0.15,3,7,NULL,NULL,NULL,NULL,
7029,Amphora,Rim sherd does not preserve entire profile. ,NULL,1,NULL,NULL,27,28,0.38,3,8,NULL,NULL,NULL,NULL,
7135,Internal Slip Ware,NULL,NULL,1,NULL,NULL,6,7,0.045,2,4,NULL,NULL,NULL,NULL,
7135,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,4,4,0.028,3,5,NULL,NULL,NULL,NULL,
7029,Unidentified Ceramic,opaque red ware,NULL,2,NULL,1,5,8,0.046,1,5,NULL,NULL,NULL,NULL,
8114,Lamp,NULL,NULL,NULL,NULL,NULL,1,1,0.002,3,3,NULL,NULL,NULL,NULL,
8114,Impasto Bruno,NULL,NULL,1,NULL,NULL,2,3,0.0012,2,4,NULL,NULL,NULL,NULL,
8114,Creamware,NULL,NULL,NULL,NULL,NULL,1,1,0.002,4,4,NULL,NULL,NULL,NULL,
8114,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.004,3,3,NULL,NULL,NULL,NULL,
8114,Terra Sigillata,NULL,NULL,1,NULL,NULL,1,2,0.006,2,6,NULL,NULL,NULL,NULL,
8114,Painted Fineware,NULL,NULL,NULL,NULL,NULL,4,4,0.004,3,5,NULL,NULL,NULL,NULL,
8114,Amphora,NULL,NULL,NULL,NULL,NULL,6,6,0.092,4,10,NULL,NULL,NULL,NULL,
8114,African Cookware,NULL,NULL,5,1,NULL,4,10,0.068,2,8,NULL,NULL,NULL,NULL,
8114,Commonware,NULL,NULL,3,NULL,NULL,25,28,0.154,2,11,NULL,NULL,NULL,NULL,
8112,Commonware,NULL,NULL,2,1,1,14,18,0.307,3,9,NULL,NULL,NULL,NULL,
8112,Amphora,NULL,NULL,NULL,1,1,21,23,1.302,5,11,NULL,NULL,NULL,NULL,
7189,Unidentified Ceramic,"painted orange bands banded ware""""",NULL,NULL,NULL,NULL,8,8,0.045,2,5,NULL,NULL,NULL,NULL,
999,Amphora Stopper,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
999,White on Red,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
7027,Amphora,NULL,NULL,NULL,NULL,NULL,2,2,0.022,3,5,NULL,NULL,NULL,NULL,
7027,Creamware,NULL,NULL,NULL,NULL,NULL,2,2,0.004,1,2,NULL,NULL,NULL,NULL,
7027,African Cookware,NULL,NULL,NULL,NULL,NULL,1,1,0.002,2,2,NULL,NULL,NULL,NULL,
2677,Large Storage Container,NULL,NULL,NULL,NULL,NULL,3,3,0.372,8,11,NULL,NULL,NULL,NULL,
2677,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,3,0.046,4,6,NULL,NULL,NULL,NULL,
6019,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.01,3,3,NULL,NULL,NULL,NULL,
6019,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.002,2,2,NULL,NULL,NULL,NULL,
6019,African Cookware,NULL,NULL,1,NULL,2,5,8,0.022,2,4,NULL,NULL,NULL,NULL,
6019,Commonware,NULL,NULL,4,NULL,1,20,25,0.173,2,7,NULL,NULL,NULL,NULL,
6019,Large Storage Container,NULL,NULL,NULL,NULL,1,1,2,0.169,2,8,NULL,NULL,NULL,NULL,
6019,Amphora,Many sherds appear to belong to a single vessel with red fabric and a whitewashed exterior. ,NULL,NULL,NULL,NULL,66,66,1.5,2,11,NULL,NULL,NULL,NULL,
6028,Creamware,NULL,NULL,1,NULL,NULL,2,3,0.008,2,4,NULL,NULL,NULL,NULL,
6028,Amphora,NULL,NULL,NULL,NULL,NULL,4,4,0.02,3,5,NULL,NULL,NULL,NULL,
6028,Commonware,NULL,NULL,1,NULL,NULL,4,5,0.034,2,6,NULL,NULL,NULL,NULL,
2667,Impasto Bruno,NULL,NULL,NULL,1,1,77,77,1.096,2,8,NULL,NULL,NULL,NULL,
2667,Large Storage Container,NULL,NULL,NULL,NULL,NULL,5,5,0.269,4,8,NULL,NULL,NULL,NULL,
2681,Large Storage Container,NULL,NULL,NULL,NULL,NULL,7,7,0.342,4,8,NULL,NULL,NULL,NULL,
2681,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.006,3,4,NULL,NULL,NULL,NULL,
2681,Bucchero,NULL,NULL,2,NULL,NULL,2,4,0.004,3,4,NULL,NULL,NULL,NULL,
2681,Italo Geometric,NULL,NULL,NULL,2,NULL,3,5,0.006,4,5,NULL,NULL,NULL,NULL,
2681,Impasto Bruno,NULL,NULL,3,NULL,2,44,49,0.444,2,9,NULL,NULL,NULL,NULL,
2685,Painted Fineware,NULL,NULL,1,NULL,NULL,NULL,1,0.001,2,2,NULL,NULL,NULL,NULL,
2685,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.122,5,11,NULL,NULL,NULL,NULL,
2685,Impasto Bruno,NULL,NULL,3,2,1,34,40,0.224,2,11,NULL,NULL,NULL,NULL,
2694,White on Red,NULL,NULL,NULL,NULL,NULL,1,1,0.008,4,4,NULL,NULL,NULL,NULL,
2694,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.002,3,3,NULL,NULL,NULL,NULL,
2694,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,6,0.154,4,10,NULL,NULL,NULL,NULL,
6008,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.052,5,5,NULL,NULL,NULL,NULL,
6008,Tubulus,NULL,NULL,NULL,NULL,NULL,1,1,0.04,6,6,NULL,NULL,NULL,NULL,
6008,Lamp,NULL,NULL,NULL,NULL,NULL,1,1,0.002,2,2,NULL,NULL,NULL,NULL,
6008,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.024,4,4,NULL,NULL,NULL,NULL,
6008,Creamware,NULL,NULL,1,NULL,NULL,4,5,0.012,1,3,NULL,NULL,NULL,NULL,
6008,Fineware,NULL,NULL,NULL,NULL,NULL,4,4,0.004,1,3,NULL,NULL,NULL,NULL,
6008,Commonware,NULL,NULL,1,NULL,NULL,12,13,0.08,1,5,NULL,NULL,NULL,NULL,
6008,Amphora,NULL,NULL,1,NULL,NULL,23,24,0.0226,2,7,NULL,NULL,NULL,NULL,
2694,Impasto Bruno,NULL,NULL,9,4,2,116,131,2.008,2,11,NULL,NULL,NULL,NULL,
6008,Unidentified Ceramic, internal and external orange slip. Hard fabric with white sand and quartz.,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
9999,African Red Slip,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
9999,African Cookware,no,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
9999,Attic Pottery,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
9999,Architectural Element,odd,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
